exp,RF
8.35,9.115949999999996
5.28,6.527800000000002
6.68,5.7835
5.9,5.9964999999999975
7.99,7.53725
9.28,8.16605000000001
6.22,6.171250000000002
6.85,7.221300000000006
4.02,5.938550000000001
5.22,7.160800000000002
4.85,6.64075
7.42,7.203099999999999
6.55,5.183749999999999
7.35,7.365599999999996
7.64,7.434449999999996
3.86,6.988499999999998
5.58,7.912050000000011
6.21,8.243899999999996
3.47,4.946949999999996
5.14,4.797099999999996
6.57,7.081849999999994
5.27,10.38965
5.5,5.807599999999996
4.44,5.4060000000000015
4.96,5.578699999999998
5.57,6.089450000000005
3.87,4.821200000000006
6.68,6.246849999999999
8.38,8.029849999999996
4.23,6.155699999999997
3.65,4.974650000000002
2.19,3.6603499999999993
6.05,6.283050000000002
11.0,7.433400000000002
7.89,6.133750000000003
3.37,3.9981500000000008
8.35,7.909750000000002
4.58,4.072499999999999
3.12,3.5566499999999985
7.09,5.511949999999997
9.0,7.518150000000003
5.4,7.397400000000001
6.58,5.735450000000007
3.36,4.476050000000008
3.1,5.811550000000007
9.07,7.647100000000002
3.34,6.235600000000005
8.3,7.18385
6.56,5.3702000000000005
5.1,6.1710500000000055
5.89,5.450050000000001
7.7,7.660050000000005
9.3,9.25975
5.12,5.050200000000006
6.03,6.155350000000004
6.72,7.034200000000006
4.82,7.3391499999999965
6.89,5.7432999999999925
8.74,7.316499999999998
4.67,6.343950000000003
9.59,7.8548499999999954
7.81,7.186749999999997
7.83,7.128550000000002
3.19,5.412800000000002
8.05,9.347550000000004
7.51,9.453550000000009
5.18,5.158850000000002
6.96,5.714249999999996
3.46,5.724000000000002
2.82,4.252549999999999
4.43,6.688249999999999
6.04,5.119150000000001
6.08,7.562500000000003
4.82,5.830899999999998
6.45,6.796399999999993
5.78,5.931199999999999
6.06,5.176200000000003
4.71,5.337449999999997
6.96,7.127699999999996
2.74,4.2374000000000045
6.7,6.941450000000001
4.22,5.402700000000005
6.21,6.667000000000004
4.55,5.5567500000000045
3.9,4.042899999999996
10.35,6.916300000000002
2.26,4.237099999999995
7.57,6.80435
6.7,7.279750000000002
6.16,6.7882
4.48,5.936899999999996
6.0,6.641349999999997
9.15,8.366849999999998
8.32,5.860350000000002
10.35,10.070450000000008
6.43,6.956099999999997
8.05,7.56185
4.19,4.68095
4.85,4.339650000000002
4.27,5.511399999999997
5.15,6.15
6.92,7.890949999999992
6.62,5.909000000000009
6.87,5.975650000000006
7.3,6.261799999999998
3.89,4.919500000000004
6.52,6.846050000000004
8.0,6.77115
3.44,4.38015
4.84,5.011749999999999
2.22,5.407099999999999
4.12,4.507700000000002
11.57,9.706550000000016
6.19,6.962900000000001
9.78,8.908650000000003
7.27,7.334600000000003
8.96,7.279950000000005
5.92,6.000850000000005
6.65,6.405850000000002
7.4,7.950199999999987
5.66,5.641749999999999
6.36,6.811700000000001
4.17,5.413350000000003
5.06,5.0198
4.46,4.627949999999999
8.8,8.350149999999992
4.1,4.7448000000000015
6.03,6.007150000000004
10.4,7.211099999999998
11.35,11.12705
4.14,5.793249999999997
8.03,7.912300000000007
5.24,5.786000000000001
9.22,6.169250000000004
3.1,3.7759999999999994
6.02,6.899599999999996
5.0,5.260750000000002
2.65,5.538250000000001
4.28,5.853400000000001
8.17,7.414600000000002
4.68,5.154250000000001
6.77,5.851800000000002
6.67,6.829050000000003
3.49,4.909500000000005
2.96,3.9675499999999992
4.23,6.4886500000000025
6.17,7.325250000000003
6.15,7.0449500000000045
4.0,5.098450000000001
6.7,6.177400000000001
2.6,4.8115
8.92,8.357400000000004
5.29,5.4079500000000005
5.48,5.2173
7.15,7.152300000000002
5.07,4.035499999999994
6.49,5.583549999999998
6.28,7.595400000000007
7.72,7.30225
5.27,6.051600000000003
3.7,5.8795
8.07,9.360300000000002
4.64,5.819649999999995
5.63,7.692649999999999
4.67,5.65175
4.35,4.919950000000001
4.57,4.295450000000001
7.8,7.257149999999997
7.0,7.371299999999999
8.92,8.050150000000007
8.9,7.026100000000005
6.32,5.141500000000005
4.06,4.344949999999996
5.85,6.2575499999999975
5.79,6.9228000000000005
5.03,5.545799999999999
7.14,7.492450000000004
8.44,8.24255
6.05,5.617650000000003
5.59,6.8923000000000005
5.85,5.294599999999996
7.41,5.158150000000001
10.3,7.671900000000006
2.89,4.7833
6.64,7.656850000000003
7.46,6.555799999999994
5.52,5.762450000000004
4.52,5.976699999999999
5.17,5.834199999999998
5.74,6.473649999999997
6.71,7.581499999999998
2.89,5.278699999999999
3.98,4.523299999999996
4.71,5.693400000000004
5.92,6.865700000000004
8.54,6.281800000000003
8.6,7.924950000000004
7.96,7.584550000000007
5.35,5.35215
7.78,6.767800000000001
4.24,5.217949999999997
8.49,7.657599999999999
6.97,6.83
8.85,7.268900000000007
10.15,7.810600000000004
6.72,6.781349999999991
8.52,6.907249999999998
7.33,7.058299999999996
6.76,5.7371500000000015
8.96,7.092099999999999
6.15,5.169850000000004
6.48,6.9122
7.09,6.856450000000001
8.19,6.923299999999999
5.77,6.984999999999984
4.15,5.773800000000002
4.82,5.028849999999999
6.67,6.937550000000004
2.89,3.864799999999999
6.63,7.200699999999996
5.55,5.88475
9.1,7.937350000000009
8.97,8.33829999999999
9.7,7.515750000000005
9.08,7.544700000000006
7.54,5.203949999999999
4.33,5.170649999999995
4.47,4.828350000000006
4.09,4.717100000000004
6.6,7.041399999999995
6.09,5.0908000000000015
10.26,9.420550000000004
10.44,8.45905
10.55,8.748600000000007
7.36,6.541899999999998
6.09,6.827900000000007
10.47,8.493649999999993
5.81,6.8133500000000025
4.7,4.452149999999998
6.48,7.389499999999997
3.0,5.967799999999996
4.46,6.772199999999998
4.3,5.548450000000003
6.62,6.230899999999999
6.39,6.113749999999998
5.24,5.651150000000002
8.11,8.327199999999994
5.02,6.27695
4.38,6.58625
7.33,5.526100000000001
4.94,5.699450000000005
6.09,6.593199999999999
9.3,8.750900000000003
5.75,7.275999999999987
6.04,7.27795
7.4,6.901749999999995
9.8,8.811000000000007
5.99,5.246950000000001
4.84,5.91995
8.3,7.426949999999996
4.77,5.045749999999997
3.7,5.736749999999995
9.22,7.501549999999996
9.52,7.835299999999997
6.47,5.6924000000000055
10.17,8.516550000000002
7.12,7.57145
5.85,6.026800000000001
4.45,6.463550000000001
6.3,7.948150000000005
4.37,6.501700000000002
5.35,5.806550000000002
5.07,6.722750000000004
5.26,6.424850000000003
5.33,6.602649999999999
6.27,6.720500000000004
6.32,6.741649999999997
8.0,6.993049999999995
8.29,7.606949999999996
7.1,6.306199999999993
7.37,6.411399999999993
8.77,8.522949999999996
8.34,6.988499999999993
3.49,4.056199999999999
5.0,5.09275
4.7,5.096800000000007
8.36,9.03205
9.11,7.2732500000000035
5.62,6.464000000000006
7.96,7.340749999999996
3.74,3.917400000000002
7.37,5.935599999999996
8.0,6.984500000000002
5.05,5.992999999999999
5.59,7.317150000000002
8.4,7.638849999999994
8.64,8.511200000000011
8.82,8.253049999999996
4.35,5.42605
7.0,6.39625
7.89,5.822250000000004
3.93,5.485199999999995
8.05,7.444449999999996
10.96,10.402950000000022
6.4,6.647199999999995
9.64,8.454749999999995
2.89,3.820300000000001
3.4,6.6366
7.72,7.086100000000009
6.82,6.254699999999998
6.07,5.315199999999997
5.11,5.957350000000004
7.36,7.332800000000007
7.62,8.078150000000003
8.38,7.007900000000007
5.82,6.178800000000006
5.1,4.7653000000000025
6.7,5.515800000000004
3.18,5.161499999999992
8.83,8.047249999999995
5.32,5.927299999999998
11.42,8.245099999999997
4.54,4.164650000000003
8.82,8.467550000000006
6.11,5.963400000000002
5.31,5.191049999999994
5.4,7.344999999999995
3.96,5.058199999999997
5.92,7.464950000000004
8.96,7.554749999999999
9.74,7.264049999999995
5.57,5.489249999999999
5.96,6.563349999999996
6.11,6.737000000000002
7.13,6.412700000000002
5.52,5.111449999999994
6.85,7.470949999999998
4.11,4.434350000000002
3.3,5.0158000000000005
5.49,6.706749999999999
7.19,6.517300000000002
4.48,5.349650000000006
10.57,9.60264999999999
5.74,5.698149999999995
3.21,5.1881
10.07,8.586099999999995
8.08,7.604750000000011
6.64,6.5829
4.77,6.0497000000000005
8.3,6.43595
4.6,5.3044
4.6,5.15855
5.91,5.10075
9.22,7.481450000000002
7.74,6.861899999999999
6.3,5.696649999999997
9.55,6.773850000000002
9.22,6.879900000000003
8.7,7.339750000000007
7.12,5.499299999999994
4.82,5.753600000000005
9.48,7.584499999999986
5.32,4.0763500000000015
8.14,7.293050000000001
7.3,7.184150000000008
2.22,4.3759000000000015
6.43,7.592799999999996
5.77,4.752950000000004
6.0,6.112400000000001
5.68,5.9554
6.82,5.729499999999997
8.1,7.344749999999998
4.3,6.120900000000001
3.89,4.447600000000002
6.1,5.678900000000008
7.22,5.0710000000000015
5.66,6.7966
7.94,7.271650000000003
7.15,5.580449999999998
4.82,5.7312499999999975
3.59,4.142400000000002
3.9,5.916150000000005
4.92,5.323350000000001
7.7,5.304150000000001
9.52,7.4466
11.4,10.409900000000004
11.57,10.592300000000009
7.43,5.34435
6.0,6.768850000000001
8.4,8.007600000000004
6.62,7.392799999999999
5.57,7.1252
6.52,6.0831500000000025
4.79,4.918050000000001
8.52,6.377899999999995
5.64,5.857800000000003
7.25,6.929149999999998
8.4,7.484850000000005
6.1,5.175
6.58,6.742699999999996
10.1,7.864200000000006
7.2,7.092499999999991
5.85,5.9272
7.62,7.315250000000004
8.34,9.392499999999997
7.48,4.8363
4.47,5.2252
5.85,6.935000000000011
6.89,6.267550000000001
3.72,5.242850000000001
7.8,8.218900000000003
4.52,4.6450000000000005
6.79,4.525200000000002
5.64,5.49965
4.0,5.9854999999999965
6.51,6.68495
7.7,7.172949999999998
8.4,6.3304
3.52,4.750649999999992
7.51,7.88245
6.07,4.927199999999999
9.4,7.204249999999999
5.12,7.208950000000001
3.96,7.327249999999999
6.93,5.598350000000007
7.96,6.111600000000005
5.02,5.1683
6.46,5.285199999999998
6.8,6.826349999999996
5.92,5.165949999999999
11.3,8.507450000000008
8.7,7.846599999999996
6.84,7.563649999999996
8.13,7.010399999999999
6.52,6.700549999999992
4.12,5.157450000000004
2.66,4.631849999999998
6.15,6.599050000000005
5.4,5.758550000000001
6.07,6.288700000000001
6.64,6.56575
6.49,6.150700000000001
9.42,7.583650000000001
8.15,4.7402500000000005
5.49,9.765600000000004
4.52,6.431749999999997
5.7,4.606150000000002
7.2,5.223399999999998
8.8,9.738750000000003
4.6,6.1988999999999965
4.77,6.756000000000003
6.6,6.086149999999996
5.99,5.272749999999999
6.3,6.772800000000001
4.88,6.172800000000003
4.72,5.609999999999997
7.46,6.485799999999999
7.6,6.6356
6.07,5.342500000000002
3.48,4.266250000000001
2.0,4.590950000000004
7.82,7.229149999999997
2.59,4.7668
5.89,6.044549999999999
4.47,7.611049999999999
6.52,5.376750000000004
7.02,7.667249999999996
5.74,6.740350000000007
5.48,7.3121
4.28,6.360799999999992
3.61,5.378649999999996
8.36,7.408150000000004
4.7,4.407850000000004
5.62,5.993100000000001
5.36,6.095699999999995
10.06,10.091250000000008
4.89,5.631349999999998
6.74,7.932899999999997
5.36,6.775249999999999
2.52,4.998300000000005
2.44,4.434650000000001
8.52,6.834250000000001
3.85,3.3431000000000006
8.43,6.845450000000008
4.75,5.825100000000003
4.7,4.419850000000001
3.78,5.7785000000000055
9.27,7.590699999999999
4.76,6.302600000000001
6.46,6.064400000000014
6.74,6.6632500000000014
8.0,7.360450000000001
5.11,6.889250000000001
7.25,6.255049999999999
9.1,9.240650000000006
4.18,5.929700000000001
5.65,5.939100000000005
3.24,5.335600000000005
4.2,5.854050000000001
5.25,5.33255
7.08,5.646950000000003
5.59,5.987300000000008
11.3,10.786599999999996
6.79,7.4364
6.26,8.119300000000008
6.4,4.513050000000002
8.28,6.557050000000003
9.12,10.24745000000001
9.0,7.9849
4.63,4.765100000000011
5.02,5.301850000000004
4.93,5.622699999999997
8.22,7.913399999999996
8.57,7.813199999999999
8.89,7.705450000000003
4.6,5.972349999999998
5.96,6.852699999999999
9.08,6.768849999999999
7.41,7.408900000000004
8.3,8.3062
3.23,5.75555
4.85,5.595150000000001
8.7,7.442150000000003
4.62,5.109799999999997
8.3,5.870099999999996
2.92,4.452749999999997
7.28,6.565650000000006
7.55,6.638749999999999
4.73,4.6480500000000005
3.0,4.376549999999998
3.33,4.243250000000002
3.34,3.873100000000002
3.14,3.7647499999999976
6.25,7.583600000000005
2.76,3.7804000000000006
4.42,4.40235
3.12,5.249650000000006
9.71,7.129849999999996
7.0,5.753699999999993
9.24,7.134150000000005
7.12,6.607000000000008
8.03,7.796000000000001
6.74,6.86855
6.74,6.869150000000003
4.57,4.238200000000002
6.57,6.667950000000003
4.59,5.504750000000001
8.22,7.729249999999999
5.12,5.5849499999999965
5.15,5.255199999999993
7.92,7.126150000000004
8.92,9.447399999999998
4.85,4.9521500000000005
3.32,3.646099999999994
3.99,4.203849999999996
7.17,7.708050000000001
3.86,6.425300000000001
5.24,5.575249999999999
5.62,5.155550000000001
4.61,4.934200000000006
3.39,5.389250000000001
5.73,5.828799999999994
5.04,4.537650000000002
3.0,5.584899999999999
7.82,8.047250000000005
6.56,6.757850000000007
3.39,5.0399
3.35,4.602750000000001
10.36,7.962499999999999
8.15,7.405699999999999
6.63,6.178799999999993
6.47,6.373899999999995
7.71,6.842099999999992
2.96,4.079000000000001
5.96,6.373250000000002
4.03,3.782750000000004
4.19,4.713100000000001
6.97,6.95740000000001
7.26,8.434850000000004
5.24,6.119649999999999
5.56,7.117800000000001
3.69,5.5127500000000005
4.85,6.001650000000003
7.04,7.547949999999985
4.8,5.634799999999999
5.55,4.989250000000002
7.66,7.177699999999994
5.11,5.138049999999995
5.92,5.571750000000001
7.64,5.803400000000005
6.0,5.102050000000002
6.87,6.387150000000002
5.85,6.1241499999999975
5.48,5.54375
7.62,6.782849999999995
8.02,6.569400000000001
3.76,3.769849999999993
10.42,8.176600000000006
8.82,7.7253
6.63,6.815549999999999
9.07,7.710749999999998
4.07,5.311849999999998
9.03,9.060899999999991
9.49,7.803799999999996
8.02,6.501600000000002
10.37,9.350149999999996
10.52,6.548700000000002
8.33,8.107199999999995
8.0,6.021200000000005
6.6,6.453450000000005
6.69,5.499800000000004
5.49,5.921349999999999
7.0,6.202150000000005
11.0,9.712899999999996
8.85,8.33839999999999
4.46,5.24405
3.6,6.6151
4.41,6.355450000000003
8.35,6.462949999999999
4.83,6.014799999999999
4.85,5.50155
6.57,7.327899999999989
4.85,6.398549999999997
3.31,4.356199999999998
6.86,5.233699999999999
7.36,7.893450000000008
3.55,4.950150000000001
8.21,7.576500000000002
4.16,5.679699999999998
6.57,6.763150000000007
7.0,7.3597499999999965
3.3,4.6532500000000026
6.4,5.961199999999999
4.99,5.102999999999999
6.31,7.400100000000002
7.09,7.520699999999997
3.51,4.27385
6.3,5.940899999999998
8.62,7.063150000000002
7.8,6.963349999999998
9.22,7.592500000000002
4.89,7.372550000000001
5.52,5.363250000000001
7.74,6.683099999999992
4.89,7.452650000000002
8.3,7.312599999999998
6.85,6.270900000000009
5.22,6.442149999999999
8.72,9.333399999999992
8.15,7.02205
4.74,4.796299999999997
4.59,4.853000000000003
6.11,6.956849999999999
8.82,6.860100000000001
8.44,8.15055000000001
5.14,5.4244
7.0,6.651450000000006
9.4,7.734049999999995
5.27,4.152350000000003
2.62,5.7800500000000055
7.89,5.588799999999996
5.7,5.9819
6.35,6.326349999999994
3.95,5.202249999999997
2.24,5.827650000000002
4.32,5.718549999999997
6.47,7.681050000000004
8.52,6.81
2.31,4.8770500000000006
7.95,7.084749999999997
5.68,6.421350000000005
6.6,6.9852999999999925
6.49,6.844399999999996
7.47,7.450249999999998
7.73,7.259700000000009
4.89,6.187649999999999
5.34,5.9138499999999965
5.01,5.657850000000001
5.96,6.953250000000001
4.37,4.757549999999998
4.1,6.20459999999999
5.96,5.71205
3.46,5.143400000000002
10.49,7.388749999999999
5.82,5.819100000000001
7.38,6.126449999999998
8.15,8.209499999999993
7.47,6.389150000000002
6.49,5.80535
7.4,6.766149999999997
5.47,6.556500000000001
10.85,9.2016
5.96,6.612800000000004
10.6,9.042250000000006
8.42,6.109299999999998
8.8,5.8743000000000025
8.99,7.528750000000003
4.21,5.079000000000001
8.21,6.913450000000001
6.42,5.298700000000004
3.26,4.352050000000002
4.89,5.24835
7.72,6.455549999999997
4.97,5.629100000000003
9.19,8.842600000000001
7.05,8.077500000000006
5.1,6.5170500000000064
7.6,5.53955
4.78,4.8704
6.34,6.7072999999999965
4.48,5.235550000000006
7.36,7.023749999999992
8.05,7.293150000000001
10.58,10.317100000000003
7.11,6.154750000000003
5.75,6.744549999999997
5.3,6.135350000000008
6.29,6.844400000000004
7.94,6.173749999999995
7.0,5.317999999999999
6.76,6.775450000000003
6.51,6.873899999999996
2.47,4.823700000000001
4.59,5.132249999999999
5.01,6.343500000000003
8.4,7.761750000000005
3.92,5.0144
6.89,7.534200000000003
8.4,7.529549999999999
7.55,7.235349999999999
5.92,6.311099999999999
5.6,5.735250000000003
9.22,8.094049999999996
3.46,4.69365
4.03,5.835299999999995
7.09,6.857099999999998
5.57,5.694799999999992
5.82,6.175199999999995
6.24,7.425900000000001
4.92,7.276900000000003
7.24,5.459100000000006
5.11,5.0891499999999965
7.35,7.856999999999989
4.25,6.339800000000002
7.72,7.25349999999999
4.38,6.600299999999988
7.0,5.319749999999999
6.15,5.275999999999997
4.51,5.1208
7.92,7.52985
8.19,7.566600000000005
7.66,7.424499999999992
4.54,4.897250000000003
3.59,4.6075500000000025
5.23,5.579949999999999
6.32,5.849550000000001
5.12,5.548250000000007
7.36,7.149850000000007
6.74,6.413850000000002
5.4,5.3339000000000025
6.43,6.906499999999998
7.95,7.246949999999999
4.74,6.031400000000001
4.77,6.498700000000001
6.4,6.109050000000004
4.72,5.371150000000004
3.37,3.849550000000004
5.92,7.910650000000001
6.92,6.809950000000011
5.3,5.971349999999998
7.43,6.347699999999996
10.52,8.467550000000005
7.4,5.740600000000004
8.57,6.612850000000005
9.34,8.215249999999994
10.0,8.860200000000004
5.4,5.264949999999999
3.22,5.781649999999997
10.0,7.4127
6.0,4.247050000000002
7.57,5.718500000000005
6.1,5.955649999999996
9.04,8.632699999999998
3.1,4.606149999999997
7.16,6.962749999999995
2.96,6.195450000000001
6.59,7.595449999999999
8.15,6.87075
8.4,7.585600000000002
7.17,6.880150000000004
5.48,5.6358
5.08,5.653249999999999
7.22,7.772399999999997
4.66,4.212699999999999
5.34,5.310050000000003
5.0,5.883349999999998
3.82,6.483300000000002
7.96,8.513850000000005
5.57,5.3581499999999975
7.55,7.1046000000000005
5.85,6.61845
6.06,5.5602
4.91,4.817149999999999
3.77,5.561499999999998
7.52,6.541549999999994
7.85,5.562999999999995
5.81,5.9678
6.82,5.208349999999999
8.39,8.635950000000005
2.22,6.157000000000004
4.66,5.489699999999999
9.0,7.380049999999994
7.45,7.7239500000000065
6.55,7.224899999999996
4.85,6.668100000000001
5.23,5.606550000000003
8.11,8.02
7.31,6.857200000000003
6.77,6.14685
5.22,6.177249999999999
6.77,6.908350000000001
9.57,6.969700000000002
7.4,6.464449999999999
5.1,5.988150000000002
4.21,5.2300999999999975
4.1,5.979849999999998
6.09,6.482949999999997
7.72,6.296199999999996
5.1,5.53945
5.19,4.343050000000002
3.62,5.189250000000002
6.16,7.200900000000005
5.8,7.301500000000001
11.3,8.308350000000008
4.22,6.208500000000002
6.85,6.235000000000003
10.62,9.137800000000006
7.96,7.605349999999999
3.07,4.049199999999993
6.2,6.687749999999999
4.37,5.351549999999999
8.0,7.093200000000004
3.37,3.600650000000002
7.74,6.319000000000001
7.06,4.168550000000003
7.52,7.568799999999999
5.77,5.314350000000003
3.84,3.590950000000002
7.34,6.83755
6.82,5.875150000000001
4.82,5.105699999999999
4.73,4.856949999999998
4.74,4.780650000000001
3.0,4.126400000000003
6.12,7.108749999999992
7.47,8.023799999999992
6.88,6.914650000000002
7.15,6.706649999999997
11.7,9.171999999999988
7.07,7.767750000000001
6.52,6.7565
7.0,6.674700000000001
9.22,6.782750000000004
3.69,4.995399999999998
4.39,5.945200000000007
5.33,5.592500000000001
3.93,5.154799999999998
8.3,8.696299999999994
5.52,5.6259500000000005
6.64,6.501650000000004
7.54,7.124099999999999
8.7,9.33675
6.12,8.506800000000016
6.1,6.410199999999991
8.7,7.741650000000002
3.96,3.745400000000004
4.94,5.2181000000000015
7.0,5.517599999999999
4.66,5.001200000000009
7.22,6.778250000000003
8.48,9.50279999999999
11.68,10.649299999999991
6.6,6.573750000000005
6.35,6.001750000000002
7.0,6.243200000000007
5.41,7.029300000000003
4.89,5.954200000000002
6.6,5.688700000000007
5.24,7.146199999999998
4.59,5.836100000000003
7.52,5.706250000000003
8.37,8.779850000000009
6.06,6.059249999999997
6.3,5.518199999999998
6.7,6.366100000000004
3.48,5.102149999999999
6.35,5.4085
10.89,9.555800000000003
7.28,5.419149999999998
4.43,6.127500000000001
8.1,7.142099999999995
6.31,6.471399999999996
4.4,5.688450000000004
6.7,6.158850000000002
8.69,9.6924
4.26,4.331700000000003
5.76,6.346500000000004
2.6,3.839050000000004
3.9,6.103
4.68,6.02965
5.71,5.182600000000001
5.72,5.089450000000009
8.44,5.763849999999999
3.71,4.668900000000002
3.02,3.833400000000004
3.3,5.080049999999997
6.62,6.730949999999999
5.0,4.502349999999992
6.6,5.568900000000002
8.7,8.4085
8.0,7.925499999999994
4.15,5.6287499999999975
8.44,8.569700000000001
6.4,6.660800000000004
5.52,5.601900000000001
9.57,9.02489999999999
5.17,6.152350000000005
5.22,5.5821000000000005
7.96,5.61845
5.05,6.472599999999997
7.05,7.002400000000002
6.86,7.605550000000001
3.6,4.300299999999993
5.57,5.37645
4.03,5.773950000000003
3.35,4.492200000000006
4.85,5.4998000000000005
7.22,5.378100000000004
6.42,5.561700000000002
8.15,7.7358
8.06,7.73945
7.85,8.070850000000002
4.2,4.469349999999999
7.0,7.480100000000001
7.77,6.838349999999999
5.62,5.505699999999999
7.17,8.32975
6.91,5.32235
4.62,5.403249999999994
7.09,6.8606499999999935
4.22,5.042050000000001
9.52,8.24395
9.77,9.454799999999995
3.96,6.190199999999996
4.52,4.228699999999999
7.89,6.097749999999999
7.64,7.779249999999999
8.24,7.473300000000003
8.09,7.506450000000004
3.0,3.752700000000001
6.05,5.20485
9.0,7.235050000000006
4.43,4.770550000000003
6.72,6.2816000000000045
7.73,6.608550000000005
6.62,6.589399999999997
5.44,5.73110000000001
10.96,9.316649999999996
6.77,7.4406500000000015
7.96,7.793050000000002
6.49,7.512800000000001
8.83,9.473699999999996
5.43,4.921899999999999
8.66,7.390850000000003
9.3,9.051700000000013
7.49,7.583600000000001
11.3,10.379400000000008
6.52,6.332700000000005
9.1,7.363650000000002
7.46,5.192200000000003
4.85,5.0761
9.19,6.502449999999998
6.22,5.7194
7.59,6.258750000000001
6.44,5.619149999999998
6.57,5.419500000000002
6.92,5.86365
5.92,5.52930000000001
4.77,5.279149999999999
7.89,7.619850000000001
7.41,5.059100000000004
5.64,6.376550000000004
6.99,7.671449999999996
8.52,6.720650000000002
4.19,5.497700000000005
3.04,3.91205
6.98,6.78985
3.25,5.178600000000005
3.38,5.104199999999997
8.72,7.227649999999996
7.74,7.613999999999997
4.51,4.5176
7.77,6.845899999999999
7.22,4.6457
2.52,3.651350000000008
6.18,5.766449999999997
5.74,7.421750000000002
5.66,4.742100000000003
6.34,7.816749999999998
7.42,6.970500000000002
9.4,8.92835
7.92,8.793450000000005
4.51,3.796850000000001
7.7,7.769649999999999
6.98,7.1182000000000025
7.33,5.749350000000004
8.94,8.369149999999998
3.34,3.3996500000000016
6.62,6.578550000000003
6.77,6.600049999999999
6.43,5.953049999999999
5.96,5.914800000000001
4.94,5.357750000000002
5.83,5.339250000000006
8.77,7.736700000000006
8.92,7.955500000000004
5.8,6.160100000000005
6.15,7.372649999999996
10.18,7.256500000000006
8.85,7.728500000000001
4.37,5.107750000000001
7.84,5.905549999999998
7.77,6.300250000000005
4.52,5.037950000000002
8.62,7.850800000000001
2.53,6.838399999999995
4.14,5.212649999999997
3.5,4.15175
4.46,7.306000000000004
10.9,9.584199999999996
7.85,8.372250000000006
6.7,5.582699999999997
4.92,5.742049999999995
4.3,4.768350000000002
5.84,6.011449999999997
6.05,5.471799999999997
5.68,4.494899999999999
10.62,8.052249999999995
10.0,6.042900000000003
11.57,8.88499999999999
4.8,3.6614
9.96,10.544650000000008
6.05,6.989600000000001
3.88,6.126850000000004
3.87,5.167850000000003
3.89,4.096000000000003
8.28,7.418349999999995
6.55,6.586149999999996
5.08,7.306750000000002
4.35,4.075399999999999
7.92,7.688300000000001
4.64,6.244149999999995
11.7,10.05759999999999
4.42,3.812800000000001
5.77,7.236950000000004
5.47,6.424799999999998
4.12,4.4768000000000026
7.03,7.021300000000001
7.24,5.853350000000005
7.92,7.729550000000009
8.7,7.64045
5.59,5.767050000000003
7.7,6.28275
4.66,5.869800000000001
3.69,4.973249999999998
3.76,7.06075
5.18,4.9955500000000015
6.26,5.2424500000000025
6.42,5.117150000000003
2.52,6.169500000000004
8.11,7.6365
8.37,7.5695000000000014
7.8,7.748399999999998
4.56,5.923800000000003
6.89,8.297400000000007
6.97,6.786050000000012
9.23,9.120199999999995
9.5,7.780100000000007
5.0,5.329450000000001
2.31,4.733150000000002
2.47,4.495250000000001
7.68,6.51155
4.62,6.418450000000006
5.8,4.542799999999998
5.97,5.713050000000003
5.82,7.0917499999999976
6.28,5.599799999999996
5.51,5.494599999999995
4.33,5.7271
6.52,5.219799999999999
9.09,9.73415
4.39,4.3762
5.06,6.177299999999997
5.54,6.683449999999997
5.17,5.754300000000001
6.73,7.111250000000012
9.4,6.691099999999997
5.25,7.105600000000007
7.21,6.775650000000001
7.51,7.445299999999999
7.55,7.708550000000002
8.69,7.358449999999997
4.92,6.527650000000003
6.3,6.005049999999996
3.69,7.125550000000004
3.63,5.671299999999995
7.06,8.106699999999996
4.11,5.93060000000001
9.1,6.670400000000002
5.85,7.045250000000005
5.74,6.0292
5.85,6.64405
5.4,6.0596
5.22,4.974899999999998
6.59,5.882000000000004
2.8,5.488049999999999
8.22,7.388750000000003
5.9,6.439849999999996
2.89,4.252400000000003
3.95,5.74945
6.52,5.630099999999999
5.27,5.943900000000003
9.4,7.905350000000001
8.55,7.238249999999994
7.34,7.080199999999994
7.38,7.129400000000004
4.49,7.430999999999998
6.87,6.874499999999999
4.3,5.468750000000003
6.41,6.487700000000007
7.09,7.3988
4.48,4.676100000000001
4.68,5.104400000000001
6.64,6.799949999999998
6.4,7.582400000000002
7.1,6.4317000000000055
9.2,7.755750000000002
4.14,4.88335
2.48,4.052500000000002
5.31,5.9852000000000025
7.95,6.855049999999998
6.14,7.2070499999999935
9.12,6.833499999999996
7.59,7.248350000000003
7.72,7.430250000000001
8.55,7.536450000000003
7.99,7.325999999999996
6.44,8.049049999999996
4.03,5.159899999999993
4.66,5.194
4.77,7.140050000000001
5.09,5.462249999999999
6.71,7.665000000000004
5.8,5.791999999999999
4.24,4.722349999999998
4.39,4.156499999999998
3.17,5.225949999999999
4.56,5.94995
5.74,5.0525500000000045
5.19,6.086250000000004
9.7,7.542449999999999
4.1,4.412549999999995
7.6,7.845800000000006
7.31,7.693199999999995
6.46,6.956600000000001
8.05,7.763199999999996
7.06,5.672200000000001
6.38,5.166950000000005
5.96,7.170399999999997
7.61,6.09685
8.44,8.103450000000002
6.72,7.254199999999996
6.23,5.593049999999997
4.7,6.11205
7.18,7.580699999999991
6.79,6.674949999999996
3.65,5.391550000000002
2.17,4.912850000000003
6.69,7.807250000000013
7.06,6.755
5.75,5.656849999999999
7.21,7.090000000000004
8.2,6.702349999999995
8.62,6.547600000000002
3.14,4.5138
